x,y,z
849483.06,6351593.64,105.18333333333334
849486.9311111112,6351592.6311111115,105.08444444444444
849491.6433333334,6351594.080000001,105.23666666666668
849484.795,6351590.665,104.95
849487.38,6351590.380000001,105.06
849498.47,6351592.365,104.95
849493.3379999999,6351591.180000001,105.09199999999998
849484.37,6351588.7299999995,105.13000000000001
849490.2933333335,6351589.715000001,105.11166666666666
849489.5349999999,6351587.535,105.09
849481.4899999999,6351584.69,105.05333333333333
