IDU,row_spacing,plant_spacing,rmse,match_rate,density_ratio,points_expected,points_found,unmatched_grid_pct,vines_missing_pct,vines_missing_pct_presence
840030000G0297,2.5,1.4,0.547,0.408,9.86,3107,430,86.16,66.04,89.86
26345000BK0225,2.15,1.15,0.414,0.943,4.34,1624,367,77.4,76.05,76.97
840290000C0228,2.3,1.05,0.537,0.667,1.99,705,455,35.46,3.26,49.65
261100000A0502,2.25,1.0,0.472,0.583,1.93,1090,641,41.19,0.0,48.26
830510000F0942,2.15,1.3,0.519,0.386,4.59,5207,1423,72.67,29.11,78.2
840590000A0134,2.25,1.1,0.495,0.521,3.27,9186,3226,64.88,32.64,69.43
840560000F0128,2.15,1.15,0.41,0.746,1.9,2850,1609,43.54,24.35,47.3
841380000A0149,2.0,1.25,0.544,0.662,3.07,365,157,56.99,35.07,67.4
841460000D0328,2.0,1.25,0.507,0.545,8.76,1192,169,85.82,73.99,88.59
84018000AE0052,1.6,0.85,0.035,1.0,1484.0,4452,3,99.93,99.93,99.93
263480000D0190,2.05,1.2,0.524,0.584,5.73,4222,910,78.45,63.12,82.54
84028000AP0083,2.3,1.05,0.336,0.748,1.3,1111,849,23.58,0.0,23.31
840370000B0681,2.0,1.1,0.409,0.837,2.1,2129,971,54.39,45.51,52.42
261560000D0134,2.2,1.55,0.554,0.407,6.26,9665,2120,78.07,46.16,84.02
263800000D0813,1.95,1.0,0.48,0.521,2.12,2053,1068,47.98,0.15,52.75
070510000A2392,,,,,,,,,,
830420000A0376,2.25,1.35,0.55,0.401,3.42,4002,1604,59.92,0.0,70.76
830270000B0131,2.0,1.25,0.519,0.473,3.19,1236,485,60.76,17.07,68.69
841060000C0941,2.0,1.25,0.533,0.58,2.3,3273,1838,43.84,3.24,56.58
831340000B0209,2.45,1.8,0.572,0.466,16.08,2524,219,91.32,81.38,93.78
073080000C0578,2.0,1.15,0.455,0.699,1.66,502,337,32.87,3.98,39.84
830370000B0631,2.55,1.95,0.576,0.63,2.42,252,150,40.48,5.56,58.73
840290000D0573,2.0,1.25,0.448,0.804,1.87,8607,5004,41.86,27.69,46.46
840390000G0639,1.8,1.0,0.462,0.563,1.84,744,427,42.61,0.0,45.56
840960000E0188,2.1,1.15,0.465,0.831,3.37,4296,1335,68.92,62.62,70.34
830730000G1511,2.2,1.65,0.58,0.482,3.09,473,232,50.95,0.0,67.65
841170000A0126,2.05,1.2,0.536,0.695,7.38,2444,410,83.22,75.86,86.46
841220000B1306,2.3,1.0,0.286,0.959,13.83,1535,94,93.88,93.62,92.77
830910000B1134,2.45,1.05,0.51,0.466,2.61,5497,2579,53.08,0.0,61.62
13079000AM0064,1.55,1.1,0.419,0.516,1.89,2662,1372,48.46,0.04,46.96
261820000B0440,1.95,1.25,0.523,0.591,3.26,1159,444,61.69,35.2,69.37
830650000A0181,2.35,1.75,0.572,0.363,4.8,29851,9041,69.71,16.65,79.18
840300000D0559,2.15,1.15,0.437,0.715,2.34,582,266,54.3,36.08,57.22
841330000F0183,2.5,1.45,0.558,0.525,8.13,1041,170,83.67,68.88,87.7
840390000H0326,1.75,1.25,0.504,0.658,3.78,1134,333,70.63,55.38,73.54
830260000F0321,2.2,1.55,0.531,0.417,9.64,3162,434,86.27,67.05,89.63
840300000D0564,2.15,1.15,0.465,0.835,4.45,1416,350,75.28,70.41,77.54
841380000R0295,2.3,0.95,0.307,0.749,1.31,5248,3846,26.71,2.1,23.95
840720000H0018,1.95,1.2,0.489,0.639,16.41,2248,152,93.24,89.41,93.91
840290000D0323,,,,,,,,,,
830260000B0305,2.3,1.75,0.506,0.371,22.16,1485,89,94.01,83.84,95.49
841380000H0192,2.35,1.05,0.473,0.672,5.77,2515,468,81.39,72.33,82.66
840190000E3569,2.25,1.1,0.327,0.691,1.62,3039,1886,37.94,10.2,38.24
840440000B0405,2.3,1.05,0.43,0.797,1.77,4116,2405,41.57,26.7,43.39
13050000BR0093,,,,,,,,,,
840150000B0196,2.3,1.05,0.5,0.48,2.59,947,451,52.38,0.74,61.46
840840000C0322,2.4,1.05,0.417,0.667,1.54,499,337,32.46,0.0,35.07
840220000D0226,2.0,1.25,0.543,0.628,5.27,2862,713,75.09,60.34,81.03
841150000C0186,2.05,1.2,0.54,0.665,4.71,1822,508,72.12,58.07,78.76
831250000D0143,2.5,2.0,0.58,0.384,3.88,990,374,62.22,1.62,74.24
84024000AK0033,2.25,1.25,0.565,0.502,2.86,2200,1097,50.14,0.59,65.0
830280000L0229,2.3,1.4,0.571,0.48,3.02,2969,1402,52.78,1.72,66.92
841220000A0365,2.2,0.95,0.33,0.73,1.36,1446,1044,27.8,1.04,26.28
072790000B0082,2.35,1.5,0.563,0.416,5.33,1710,457,73.27,35.73,81.23
84137000AD0226,2.45,1.0,0.523,0.665,2.79,792,341,56.94,35.23,64.14
84118000AE0244,2.15,1.1,0.527,0.515,2.49,2023,1036,48.79,0.49,59.86
841220000B1177,2.0,1.25,0.536,0.64,3.92,646,222,65.63,46.28,74.46
830490000D0394,1.65,1.1,0.438,0.473,2.15,12014,5663,52.86,0.27,53.45
84031000AH0111,2.25,1.1,0.372,0.782,2.97,1374,451,67.18,58.01,66.3
831400000F1246,2.2,1.25,0.551,0.482,2.81,1304,628,51.84,0.15,64.42
840190000G0587,2.0,1.25,0.535,0.537,2.7,1826,878,51.92,10.46,62.92
071690000C0870,1.8,1.25,0.474,0.514,2.35,2143,1006,53.06,8.73,57.4
261820000G1085,2.0,1.25,0.531,0.551,3.49,6234,2292,63.23,33.3,71.35
840120000A0133,2.3,1.05,0.492,0.627,10.31,959,106,88.95,82.38,90.3
831110000C0240,2.3,1.45,0.495,0.428,9.62,818,101,87.65,71.15,89.61
830560000D0430,2.2,1.4,0.541,0.388,3.94,18666,6307,66.21,12.88,74.63
841500000F0234,2.2,0.9,0.463,0.697,1.53,6190,4282,30.82,0.73,34.81
830040000C0157,2.3,1.4,0.557,0.469,3.48,804,322,59.95,14.55,71.27
84024000AK0002,2.5,1.4,0.47,0.626,2.64,2492,1114,55.3,28.61,62.08
070130000B0263,2.0,1.15,0.51,0.62,3.47,1116,396,64.52,42.74,71.15
84050000AC0239,2.15,1.1,0.462,0.494,21.78,1590,78,95.09,90.06,95.41
840780000D0125,2.35,0.95,0.358,0.75,34.68,659,21,96.81,95.75,97.12
262750000C0663,2.0,1.25,0.54,0.6,3.51,9368,3460,63.07,38.49,71.48
072910000B0760,2.35,1.7,0.477,0.492,7.4,185,30,83.78,67.03,86.49
07264000AY0012,2.3,1.05,0.341,0.937,3.03,3464,990,71.42,69.49,67.03
840960000F0655,2.15,1.15,0.393,0.89,3.77,905,235,74.03,70.83,73.48
841220000A0093,2.0,1.25,0.421,0.82,2.29,2180,1008,53.76,43.58,56.24
830910000C0139,2.05,1.15,0.505,0.478,2.57,319,151,52.66,0.94,61.13
13082000CI0209,2.05,1.1,0.52,0.551,2.31,706,377,46.6,3.12,56.66
840390000D0294,2.0,1.1,0.504,0.603,2.23,475,261,45.05,8.84,55.16
841150000A0607,2.15,1.15,0.405,0.559,2.15,209,104,50.24,11.0,53.59
13025000AI0135,2.6,1.4,0.577,0.492,3.13,1644,775,52.86,4.14,68.0
840440000A0495,2.0,1.25,0.545,0.626,4.43,3587,1049,70.76,53.25,77.42
841260000A0775,,,,,,,,,,
840560000B0671,2.0,1.05,0.292,0.724,1.39,1071,766,28.48,1.21,27.92
840200000C0600,1.3,1.15,0.213,0.538,56.78,511,7,98.63,97.46,98.24
84112000AN0136,,,,,,,,,,
84073000AD0040,1.7,1.1,0.384,0.732,81.84,2619,30,98.85,98.43,98.78
13050000BV0087,2.15,1.15,0.545,0.622,3.79,2774,970,65.03,43.8,73.65
263570000P0224,2.1,0.85,0.242,0.758,1.18,367,292,20.44,0.0,14.99
841500000H0879,1.9,1.25,0.519,0.679,18.68,21835,1399,93.59,90.57,94.65
84031000AD0425,1.8,1.25,0.448,0.592,7.11,384,58,84.9,74.48,85.94
841220000B0076,2.2,1.1,0.371,0.844,4.86,641,130,79.72,75.98,79.41
072910000A1801,2.2,1.5,0.415,0.595,1.87,1335,794,40.52,0.07,46.44
840910000D0833,1.15,0.85,0.232,0.783,82.2,2466,18,99.27,99.07,98.78
840710000A0034,2.25,1.45,0.571,0.461,4.32,643,219,65.94,26.13,76.83
840960000F0346,2.05,1.2,0.498,0.511,5.97,1732,348,79.91,60.68,83.26
07143000AD0737,2.0,0.75,0.454,0.615,1.65,1181,707,40.14,2.62,39.54
070990000C0046,2.2,1.45,0.365,0.589,1.84,2096,1209,42.32,2.05,45.66
13050000BE0009,2.25,1.1,0.546,0.568,3.25,1642,681,58.53,26.98,69.24
83104000BT0144,1.95,1.25,0.504,0.475,4.73,2508,630,74.88,47.09,78.87
83136000AY0053,2.25,1.3,0.494,0.421,7.71,786,117,85.11,64.63,87.02
84072000BM0030,2.0,1.25,0.529,0.545,8.12,103112,15885,84.59,71.75,87.68
830870000B0174,2.4,1.3,0.454,0.385,27.05,1136,45,96.04,89.7,96.3
263570000V0013,2.0,1.25,0.535,0.699,6.48,979,188,80.8,72.52,84.58
84137000AT0231,2.2,1.1,0.385,0.75,6.57,1110,162,85.41,80.54,84.77
84018000AD0288,2.2,0.95,0.208,0.6,335.0,2010,6,99.7,99.5,99.7
840200000A1789,1.95,1.25,0.231,0.667,89.0,534,6,98.88,98.31,98.88
07279000AM0181,2.65,1.5,0.599,0.45,3.67,385,168,56.36,3.12,72.73
13114000BC0004,2.0,1.25,0.531,0.519,3.13,2729,1131,58.56,20.08,68.01
830420000A0292,1.95,1.2,0.488,0.403,3.0,2858,1128,60.53,2.06,66.66
840290000C0323,2.15,1.15,0.534,0.596,3.23,513,201,60.82,34.31,69.01
830910000C0068,2.4,1.8,0.465,0.59,2.31,2197,1149,47.7,11.33,56.71
840390000H0500,2.05,1.0,0.5,0.504,2.37,1599,817,48.91,0.0,57.85
840960000B0740,2.15,1.15,0.328,0.791,1.91,130,68,47.69,33.85,47.69
841090000A0750,2.4,1.0,0.434,0.679,5.25,6122,1165,80.97,71.97,80.97
841220000A0479,1.15,0.95,0.207,0.462,295.33,3544,6,99.83,99.63,99.66
841220000B0422,2.0,1.1,0.35,0.86,6.17,537,80,85.1,82.68,83.8
83009000AX0137,2.0,1.25,0.535,0.54,3.04,803,357,55.54,17.68,67.12
840910000D0122,2.5,1.0,0.31,0.807,1.55,631,388,38.51,23.77,35.34
841380000D0301,2.25,1.1,0.556,0.604,2.83,229,116,49.34,16.16,64.63
841330000C0817,2.5,1.25,0.39,0.62,1.77,1308,789,39.68,2.68,43.35
070150000A0596,1.9,1.2,0.521,0.735,3.18,598,225,62.37,48.83,68.56
840160000A0680,2.25,0.95,0.415,0.702,21.69,759,33,95.65,93.81,95.39
830460000A0086,2.3,1.75,0.559,0.38,4.52,4887,1500,69.31,19.3,77.86
830260000E0423,2.4,1.55,0.557,0.582,14.31,2190,203,90.73,84.06,93.01
070150000C0153,1.75,1.25,0.482,0.647,13.77,3691,288,92.2,87.94,92.74
840940000E0767,2.05,1.2,0.505,0.48,5.66,1019,216,78.8,55.84,82.34
263570000O0005,2.05,1.2,0.468,0.662,8.29,340,43,87.35,80.88,87.94
263480000E0855,,,,,,,,,,
84089000AP0022,2.55,1.4,0.538,0.583,6.16,1398,310,77.83,61.95,83.76
07345000ZC0004,2.4,0.95,0.161,0.429,78.0,234,3,98.72,97.01,98.72
830450000B0157,2.25,1.5,0.527,0.457,14.3,1230,111,90.98,80.24,93.01
840780000C0134,1.8,1.15,0.341,0.462,129.38,1682,12,99.29,98.45,99.23
840570000C0206,1.5,1.3,0.096,0.429,887.33,2662,3,99.89,99.74,99.89
840190000G0467,2.0,1.2,0.449,0.696,10.23,307,32,89.58,85.02,90.23
830690000J0182,2.3,1.45,0.572,0.454,3.17,9853,4464,54.69,0.22,68.44
841500000D0007,1.9,1.3,0.527,0.638,7.93,6272,991,84.2,75.24,87.39
831250000D0150,2.5,1.95,0.602,0.403,4.05,2144,850,60.35,1.68,75.33
841330000D0563,2.45,1.4,0.555,0.462,4.03,1813,618,65.91,26.14,75.18
83097000AC0972,2.65,1.4,0.57,0.454,3.31,1315,570,56.65,4.49,69.81
26071000ZA0062,2.05,1.2,0.545,0.688,4.56,2137,619,71.03,57.88,78.05
263570000B0033,2.0,1.25,0.516,0.563,4.13,587,178,69.68,46.17,75.81
840390000F0580,2.0,1.1,0.513,0.679,5.21,2963,667,77.49,66.86,80.8
841260000B0130,2.3,1.05,0.474,0.659,5.03,3091,654,78.84,67.91,80.1
831480000I0152,2.35,2.2,0.567,0.372,3.81,537,176,67.23,11.92,73.74
830180000B0639,2.45,2.0,0.524,0.585,3.0,6751,2860,57.64,27.6,66.67
830310000E0180,2.25,1.5,0.544,0.532,8.95,1137,166,85.4,72.56,88.83
830940000B0860,1.8,1.15,0.467,0.5,2.16,16028,7978,50.22,0.51,53.78
07143000AL0317,1.95,0.75,0.443,0.614,1.88,954,522,45.28,10.9,46.86
84149000AI0019,2.0,1.25,0.535,0.574,2.56,1286,640,50.23,13.3,60.96
840300000D1798,1.95,1.25,0.53,0.622,5.88,2341,500,78.64,65.66,83.0
84008000AO0160,1.95,1.25,0.488,0.513,6.92,713,119,83.31,67.46,85.55
830180000F0809,2.5,1.7,0.511,0.371,6.14,786,157,80.03,46.18,83.72
841260000E0351,2.05,1.2,0.486,0.623,2.58,1868,846,54.71,27.36,61.3
840300000B1178,2.3,1.05,0.403,0.854,1.83,2823,1516,46.3,37.12,45.34
84008000AO0109,1.85,1.3,0.469,0.667,7.97,630,86,86.35,79.52,87.46
26377000AI0062,2.25,1.1,0.485,0.428,5.95,1738,340,80.44,54.32,83.2
84118000AB0168,1.05,1.4,0.257,0.632,959.14,13428,12,99.91,99.86,99.9
830720000G0855,2.05,1.7,0.503,0.366,5.81,656,139,78.81,42.07,82.77
84028000AT0164,2.0,1.15,0.467,0.671,17.78,907,53,94.16,91.29,94.38
831000000D0451,2.4,0.8,0.4,0.63,1.53,11862,7652,35.49,0.0,34.75
841340000C0202,1.95,1.25,0.519,0.71,2.53,1031,497,51.79,32.1,60.43
830180000C1536,2.45,1.55,0.23,0.571,31.5,126,4,96.83,94.44,96.83
830490000F1942,1.7,1.15,0.452,0.477,2.19,12644,6064,52.04,0.0,54.37
263220000B0075,2.05,1.2,0.53,0.549,3.32,3981,1527,61.64,30.12,69.91
83116000BR0126,2.2,1.65,0.545,0.398,3.65,2211,823,62.78,6.47,72.64
84031000AB0529,2.25,1.1,0.391,0.854,2.29,978,409,58.18,51.02,56.34
84069000AK0074,1.8,1.3,0.409,0.667,10.74,365,34,90.68,86.03,90.68
841220000B1262,2.15,1.15,0.51,0.532,5.49,780,173,77.82,58.33,81.79
84138000AX0014,2.0,1.25,0.535,0.641,5.1,1361,345,74.65,60.47,80.38
841380000H0345,2.0,1.25,0.535,0.628,6.17,5813,1207,79.24,66.95,83.79
841260000F0114,2.15,1.15,0.55,0.589,3.13,1170,506,56.75,26.58,68.03
84104000AL0139,2.15,1.15,0.441,0.87,3.87,1918,515,73.15,69.13,74.14
83047000AW0191,2.4,1.4,0.427,0.678,1.65,1502,1003,33.22,1.53,39.41
841270000C0419,2.25,1.1,0.322,0.714,2.38,411,175,57.42,40.39,57.91
840300000E2072,1.85,1.35,0.487,0.468,4.97,1695,403,76.22,49.14,79.88
84050000AD0057,1.35,1.45,0.272,0.542,55.46,721,13,98.2,96.67,98.2
831080000F0162,2.25,1.25,0.438,0.393,5.33,5303,1095,79.35,47.48,81.24
83016000AD0334,2.0,1.25,0.527,0.572,3.57,1658,588,64.54,38.0,71.95
841220000B0274,,,,,,,,,,
841060000B0176,2.0,0.9,0.488,0.585,1.93,5220,3030,41.95,0.84,48.12
84081000BM0108,2.15,1.15,0.494,0.603,2.13,2240,1216,45.71,10.0,53.04
26054000AK0103,2.2,1.05,0.535,0.557,2.35,1104,609,44.84,1.0,57.52
84104000AH0397,2.1,1.15,0.42,0.926,3.14,3894,1247,67.98,65.43,68.18
830350000A1134,2.0,1.25,0.515,0.651,5.69,1143,248,78.3,66.67,82.41
840170000E0715,1.85,1.3,0.477,0.489,10.57,2431,260,89.3,78.12,90.54
830310000H0910,2.25,2.1,0.569,0.364,5.62,1462,338,76.88,36.53,82.22
830830000A0167,2.1,1.2,0.484,0.394,3.55,2223,740,66.71,15.61,71.84
262750000L0747,1.7,1.05,0.446,0.548,1.84,1842,1014,44.95,0.0,45.71
070130000C0648,1.55,1.45,0.401,0.415,3.15,359,120,66.57,19.5,68.25
84012000AM0659,2.3,1.05,0.481,0.39,4.66,415,104,74.94,35.66,78.55
841340000A0508,2.0,1.25,0.527,0.632,7.01,3112,559,82.04,71.56,85.73
840160000A0057,2.0,1.1,0.386,0.828,10.17,905,77,91.49,89.72,90.17
07042000AO0252,2.15,0.8,0.484,0.603,1.92,1297,782,39.71,0.0,47.96
840140000C0240,2.45,1.25,0.453,0.585,1.92,1918,1120,41.61,0.21,47.91
830260000E0492,1.95,1.3,0.441,0.39,7.75,395,55,86.08,64.3,87.09
830920000E0806,2.4,0.8,0.363,0.601,1.57,1606,966,39.85,0.0,36.3
263570000O0067,2.05,1.15,0.48,0.633,5.35,524,112,78.63,66.22,81.3
841500000F0393,2.0,1.0,0.485,0.477,2.38,5770,2754,52.27,0.0,58.06
840560000A0860,1.95,1.25,0.496,0.461,5.03,171,47,72.51,40.35,80.12
840370000A0181,1.75,1.25,0.433,0.568,39.04,3201,88,97.25,95.16,97.44
84036000BA0024,1.95,1.25,0.481,0.446,4.5,837,210,74.91,43.73,77.78
830040000C0571,2.05,1.45,0.503,0.449,9.42,801,105,86.89,70.79,89.39
841060000B0010,2.15,1.15,0.482,0.553,6.66,273,47,82.78,68.86,84.98
13050000AY0080,2.15,1.15,0.547,0.585,4.03,3758,1226,67.38,44.25,75.2
840720000A0248,2.2,1.1,0.506,0.762,2.65,2519,1119,55.58,41.72,62.21
263570000R0095,2.15,1.15,0.39,0.85,2.47,991,407,58.93,51.66,59.54
840650000B0925,2.5,1.4,0.528,0.561,3.61,2179,786,63.93,35.75,72.33
07324000AH0405,1.9,1.2,0.499,0.557,3.43,3453,1156,66.52,39.88,70.87
830040000C0870,2.3,1.35,0.575,0.537,2.78,1452,763,47.45,2.07,64.05
07264000AN0086,2.2,1.1,0.387,0.83,1.83,2879,1553,46.06,35.05,45.26
83086000BE0108,2.5,1.1,0.356,0.681,1.48,9175,6243,31.96,0.01,32.44
841330000F0397,2.45,1.2,0.369,0.578,1.8,566,326,42.4,0.35,44.35
841170000B1009,2.4,1.0,0.311,0.911,3.61,296,72,75.68,73.31,72.3
840160000A0830,1.7,0.85,0.175,0.5,57.83,347,5,98.56,97.12,98.27
071130000B1215,2.4,1.45,0.372,0.634,1.95,115,64,44.35,12.17,48.7
84081000BM0153,2.15,1.15,0.52,0.55,2.36,882,459,47.96,5.33,57.71
26345000AI0016,2.15,0.9,0.488,0.639,1.71,866,559,35.45,0.0,41.45
841490000A0036,,,,,,,,,,
262110000D0091,2.25,1.6,0.589,0.644,6.54,1466,338,76.94,64.19,84.72
263570000B0292,2.1,1.15,0.418,0.817,2.61,1075,411,61.77,53.21,61.67
840870000K0827,2.2,1.0,0.54,0.617,3.38,2995,1129,62.3,38.93,70.42
840720000B0079,2.05,0.9,0.483,0.558,2.06,702,385,45.16,1.71,51.42
840370000F0306,,,,,,,,,,
07264000AB0100,2.2,1.1,0.401,0.775,2.14,11021,5229,52.55,38.75,53.16
841090000A0124,1.7,1.25,0.456,0.602,14.76,1048,74,92.94,88.26,93.23
13032000BE0229,2.5,1.0,0.365,0.805,2.19,712,314,55.9,45.22,54.35
130510000D0222,2.0,1.25,0.543,0.654,5.41,10743,2588,75.91,63.17,81.52
84137000AH0396,2.15,1.15,0.514,0.453,5.17,3505,859,75.49,45.91,80.66
830040000A0533,2.3,1.75,0.478,0.507,4.21,1056,307,70.93,42.71,76.23
84004000AB0038,1.8,1.2,0.48,0.559,7.48,2349,350,85.1,73.35,86.63
830500000H0690,1.75,1.25,0.438,0.672,33.85,2708,84,96.9,95.38,97.05
83016000AE0702,2.15,1.15,0.548,0.585,2.53,2615,1362,47.92,10.94,60.46
841300000B0474,2.15,1.05,0.456,0.417,2.83,342,135,60.53,5.26,64.62
26011000AC0242,1.95,1.1,0.448,0.5,7.56,1278,187,85.37,70.74,86.78
84073000AO0065,2.5,1.35,0.526,0.442,8.11,1322,215,83.74,63.24,87.67
840590000B0288,2.25,1.1,0.444,0.834,2.67,1135,451,60.26,52.33,62.56
841260000E0712,2.15,1.15,0.437,0.731,2.59,707,304,57.0,41.16,61.39
830260000E0272,2.4,1.2,0.425,0.541,16.9,828,53,93.6,88.16,94.08
830910000C0119,2.4,1.4,0.422,0.688,1.68,2520,1640,34.92,5.36,40.63
841060000E0038,2.15,1.15,0.506,0.685,3.44,110,37,66.36,50.91,70.91
841300000B0135,2.15,1.15,0.516,0.491,3.35,4876,1800,63.08,24.82,70.14
840090000G0460,2.0,1.05,0.494,0.499,2.36,16735,8311,50.34,0.4,57.56
831170000B0077,2.2,1.35,0.553,0.441,3.1,765,338,55.82,0.0,67.71
07279000AR0038,2.45,1.4,0.529,0.623,15.89,1192,101,91.53,86.41,93.71
26054000AO0077,2.15,1.1,0.516,0.552,2.27,4938,2705,45.22,0.73,55.87
830260000D0750,2.2,1.25,0.507,0.514,27.82,3728,164,95.6,91.44,96.41
841380000A0132,2.35,1.05,0.365,0.767,1.81,4884,2702,44.68,27.87,44.9
840300000B0224,2.15,1.15,0.504,0.734,2.44,249,116,53.41,36.55,59.04
071260000G0359,2.2,1.4,0.537,0.534,9.98,2526,329,86.98,75.61,89.98
83101000BC0672,2.45,1.3,0.558,0.536,2.83,3022,1471,51.32,9.27,64.73
841330000C0280,2.35,1.45,0.574,0.452,3.39,1217,535,56.04,2.71,70.5
84073000AO0102,2.25,1.25,0.514,0.581,24.05,2044,104,94.91,91.24,95.84
840190000G0604,2.0,1.25,0.541,0.592,4.04,889,286,67.83,45.67,75.25
840420000E0239,2.5,1.4,0.533,0.625,3.46,3687,1376,62.68,40.33,71.06
130910000B0885,2.15,1.15,0.535,0.583,2.54,878,444,49.43,13.21,60.71
830830000C0153,2.5,1.75,0.411,0.411,2.8,56,23,58.93,0.0,64.29
84031000AH0062,2.25,1.1,0.387,0.712,1.45,1163,817,29.75,1.38,31.13
830320000A0500,2.2,1.45,0.542,0.38,4.3,13625,4236,68.91,18.2,76.74
830180000B0686,2.55,1.35,0.536,0.514,11.67,1354,152,88.77,78.14,91.43
840370000G0083,1.8,1.2,0.452,0.802,8.8,1602,190,88.14,85.21,88.64
13028000BX0282,2.1,0.9,0.451,0.431,2.45,1394,622,55.38,0.0,59.18
841000000B0150,2.25,1.1,0.414,0.587,4.63,509,108,78.78,63.85,78.39
840560000A0614,2.0,1.25,0.527,0.629,5.31,3905,903,76.88,63.25,81.15
840420000E0506,2.55,1.4,0.445,0.672,1.81,663,414,37.56,7.09,44.65
840870000K0085,1.9,1.15,0.427,0.905,6.35,4723,726,84.63,83.02,84.25
840170000C0736,2.15,1.05,0.528,0.549,2.31,2714,1512,44.29,0.0,56.71
13110000AS0101,,,,,,,,,,
07042000AE0546,2.0,1.25,0.545,0.597,3.34,1872,736,60.68,34.13,70.03
84031000AK0136,2.2,0.95,0.363,0.706,1.41,4026,2824,29.86,0.7,29.16
840960000E1047,1.95,1.25,0.488,0.606,6.99,482,77,84.02,73.65,85.68
840370000B0618,1.9,1.15,0.511,0.63,2.53,28168,12854,54.37,27.58,60.5
841380000D0052,1.8,1.15,0.358,0.742,10.91,251,23,90.84,87.65,90.84
840870000M0038,1.9,1.1,0.445,0.485,5.23,565,115,79.65,58.05,80.88
830730000F0096,2.45,1.65,0.582,0.485,3.07,1078,517,52.04,1.02,67.44
84029000AP0032,1.95,1.25,0.436,0.806,5.97,1730,303,82.49,78.27,83.24
26317000AL0094,1.9,1.25,0.483,0.544,9.79,2329,270,88.41,78.7,89.78
840370000C0435,1.8,1.2,0.493,0.588,3.97,2323,682,70.64,50.06,74.82
83063000AS0143,1.65,1.05,0.428,0.486,2.06,3121,1522,51.23,0.0,51.36
07070000AH0120,2.0,1.15,0.454,0.543,9.95,647,69,89.34,80.37,89.95
840100000C0066,2.3,1.45,0.55,0.433,3.14,994,427,57.04,0.8,68.11
840940000E0424,2.15,1.15,0.521,0.601,5.89,542,110,79.7,66.24,83.03
84056000AH0001,2.5,1.0,0.432,0.763,2.29,7555,3400,55.0,41.01,56.39
840870000K0416,1.8,1.2,0.489,0.682,3.8,1383,414,70.07,56.11,73.68
841260000C0433,2.0,1.25,0.529,0.558,8.98,30751,4274,86.1,75.08,88.87
84104000AD0240,1.95,1.15,0.427,0.604,24.1,699,29,95.85,93.13,95.85
840220000B0167,1.9,1.15,0.456,0.746,8.27,786,103,86.9,82.44,87.91
840370000B0064,1.75,1.25,0.487,0.633,3.2,3307,1148,65.29,45.12,68.79
830300000A0911,1.75,1.25,0.391,0.557,42.74,1966,44,97.76,95.98,97.66
073430000E1424,2.2,1.75,0.44,0.715,1.87,418,253,39.47,15.31,46.41
84135000BL0135,2.05,1.2,0.534,0.59,4.46,811,233,71.27,51.29,77.56
841130000B0283,2.3,1.45,0.57,0.436,3.45,628,254,59.55,7.17,71.02
830310000I0245,2.25,1.75,0.581,0.385,4.44,69359,23238,66.5,12.91,77.47
840170000E0949,1.75,1.25,0.44,0.756,21.98,1275,59,95.37,93.88,95.45
26345000AL0006,2.2,1.1,0.483,0.619,2.46,1595,766,51.97,22.38,59.37
84129000BK0137,1.9,1.15,0.451,0.455,3.65,756,229,69.71,33.47,72.62
84082000AC0107,1.55,0.85,0.337,0.455,249.34,14462,45,99.69,99.32,99.6
13014000BS0016,1.75,1.2,0.437,0.419,13.06,3395,285,91.61,79.94,92.34
070970000A0058,1.9,1.2,0.489,0.589,5.96,703,139,80.23,66.43,83.21
830920000D1213,2.35,1.6,0.532,0.37,9.95,1035,137,86.76,64.25,89.95
840170000C0479,2.5,1.0,0.397,0.815,2.05,2365,1097,53.62,43.09,51.21
840390000G0337,1.75,1.25,0.447,0.693,1.65,1477,953,35.48,6.84,39.47
84118000AK0263,1.85,0.95,0.44,0.474,2.15,1221,583,52.25,0.0,53.4
07042000BL0090,2.2,1.1,0.352,0.804,1.64,2577,1556,39.62,24.91,38.92
830720000G0414,1.9,1.05,0.39,0.422,32.22,3222,97,96.99,92.86,96.9
07264000AR0143,1.85,1.1,0.358,0.62,82.56,2642,31,98.83,98.11,98.79
840400000C1184,2.0,1.25,0.537,0.642,7.56,11930,2011,83.14,73.76,86.76
831400000E0927,2.4,1.15,0.353,0.687,1.51,1604,1092,31.92,0.94,33.85
841220000B1656,2.15,1.15,0.525,0.609,4.54,5789,1529,73.59,56.62,77.96
841130000C0169,2.5,1.45,0.472,0.68,2.74,1748,738,57.78,37.87,63.5
831340000B0182,2.5,1.85,0.601,0.434,5.67,2364,677,71.36,34.01,82.36
840720000I0662,2.25,1.05,0.32,0.792,1.21,1382,1103,20.19,0.0,17.51
84028000AY0172,2.05,1.15,0.402,0.683,1.54,1634,1107,32.25,0.86,34.94
262750000F0212,2.1,1.15,0.339,0.817,1.82,820,438,46.59,34.63,45.0
831250000D0271,2.05,1.4,0.317,0.409,53.83,969,18,98.14,95.46,98.14
840960000B0719,1.95,1.2,0.508,0.673,1.94,346,212,38.73,8.96,48.55
130510000F0392,1.65,0.85,0.355,0.437,2.11,397,173,56.42,0.25,52.64
840160000C0200,1.8,1.2,0.492,0.641,3.07,962,354,63.2,42.62,67.46
840870000G0439,2.2,1.0,0.509,0.627,3.2,1223,452,63.04,41.05,68.77
