IDU,row_spacing,plant_spacing,rmse,match_rate,density_ratio,points_expected,points_found,unmatched_grid_pct,vines_missing_pct,vines_missing_pct_presence
831480000I0162,2.4,2.05,0.48,0.58,1.45,1142,640,43.96,3.33,30.82
84053000ZK0069,2.25,1.4,0.534,0.501,1.82,8510,3350,60.63,21.5,45.06
83101000AS0053,2.1,2.15,0.597,0.444,1.5,812,333,58.99,7.64,33.5
830490000E0571,2.0,1.65,0.567,0.498,1.34,3090,1555,49.68,0.0,25.57
841220000A0915,2.35,1.35,0.514,0.534,2.92,843,217,74.26,51.84,65.72
841270000E0606,2.2,1.4,0.534,0.524,1.68,791,355,55.12,14.41,40.58
13050000CE0095,2.2,2.1,0.606,0.457,1.56,4771,1698,64.41,22.11,35.93
83101000AE0035,2.55,2.15,0.608,0.413,2.03,2435,628,74.21,37.54,50.76
840890000C0131,2.5,1.35,0.532,0.426,2.02,1538,597,61.18,8.97,50.46
840960000E0453,,,,,,,,,,
830320000E0871,,,,,,,,,,
841000000A0098,2.4,1.25,0.473,0.517,6.13,846,104,87.71,76.24,83.69
072450000D0563,1.35,1.95,0.483,0.539,1.46,497,278,44.06,0.0,31.59
831000000E0791,2.4,1.95,0.477,0.663,1.33,294,195,33.67,0.0,24.83
263570000E0056,2.45,1.4,0.486,0.409,9.16,898,74,91.76,79.84,89.09
071260000E0087,,,,,,,,,,
841500000C0099,2.1,1.4,0.429,0.699,1.38,2143,1253,41.53,16.38,27.39
840370000F0182,2.25,1.55,0.491,0.51,2.54,150,51,66.0,33.33,60.67
841060000B0130,2.0,1.35,0.549,0.557,1.46,412,228,44.66,0.73,31.55
840890000I1008,2.35,1.35,0.526,0.477,2.99,3402,822,75.84,49.35,66.52
261790000B0541,2.2,2.05,0.589,0.416,2.06,1206,367,69.57,26.78,51.41
830940000E0044,2.1,1.95,0.618,0.525,1.59,362,134,62.98,29.56,37.02
84082000AB0215,2.45,1.6,0.503,0.461,7.73,3803,316,91.69,81.96,87.06
26345000AK0043,1.9,1.35,0.518,0.513,1.5,1387,711,48.74,0.07,33.17
07042000AI0113,2.15,1.4,0.516,0.579,1.66,813,368,54.74,21.77,39.85
830270000G0516,2.25,1.95,0.555,0.584,1.87,844,341,59.6,30.81,46.45
830910000D0335,2.45,1.4,0.323,0.455,85.36,1195,10,99.16,98.16,98.83
841260000F1434,2.35,1.4,0.544,0.568,4.07,1949,325,83.32,70.65,75.42
830920000D1802,2.05,2.0,0.603,0.47,1.32,1158,538,53.54,1.12,24.01
84081000BL0053,2.0,1.4,0.505,0.683,2.71,892,215,75.9,64.69,63.12
84104000AO0117,1.95,1.4,0.494,0.605,6.59,817,89,89.11,82.01,84.82
840960000B0734,2.0,1.2,0.494,0.755,2.37,109,40,63.3,51.38,57.8
830940000F1578,2.35,2.0,0.544,0.589,1.87,1142,488,57.27,27.5,46.41
840560000A0719,2.4,1.1,0.285,0.2,284.71,1993,6,99.7,98.49,99.65
841460000D0505,2.2,1.3,0.439,0.598,8.18,507,49,90.34,83.83,87.77
84104000AM0247,2.15,1.4,0.383,0.683,3.85,2685,497,81.49,72.89,74.0
263480000C0193,2.4,1.4,0.525,0.496,1.77,539,239,55.66,10.58,43.41
130810000E0094,1.7,1.65,0.496,0.462,1.44,2406,1105,54.07,0.67,30.38
840940000E0017,2.35,1.4,0.537,0.469,2.2,7213,2366,67.2,30.11,54.61
831350000G0260,2.2,1.95,0.522,0.383,2.48,513,142,72.32,27.68,59.65
830180000D0719,2.5,2.05,0.512,0.623,2.29,2092,672,67.88,48.47,56.26
840160000A0057,2.2,1.65,0.555,0.592,4.99,544,71,86.95,77.94,79.96
84104000AL0183,2.05,1.4,0.531,0.559,2.46,837,251,70.01,46.36,59.38
84004000AB0007,2.4,1.25,0.521,0.493,2.36,812,277,65.89,30.79,57.64
841500000H0631,2.1,1.4,0.495,0.493,2.77,1759,534,69.64,38.43,63.9
13035000BD0102,1.9,1.5,0.361,0.302,91.77,2386,19,99.2,97.36,98.91
84073000AD0117,,,,,,,,,,
26054000AE0047,2.0,1.4,0.54,0.537,1.55,2944,1414,51.97,10.5,35.6
841380000M0227,2.45,1.4,0.403,0.64,2.3,1908,627,67.14,48.69,56.55
830730000B0104,2.2,1.95,0.505,0.349,11.92,2599,143,94.5,84.22,91.61
83062000AC0149,2.0,1.55,0.549,0.498,1.47,606,305,49.67,0.0,32.18
262750000B0193,2.0,1.4,0.382,0.8,2.16,3483,1123,67.76,59.72,53.6
07042000AE0068,2.05,1.35,0.382,0.609,1.43,885,540,38.98,0.0,30.28
13079000AH0278,2.0,1.7,0.558,0.444,1.57,3784,1678,55.66,0.05,36.28
261800000B0010,2.25,1.4,0.498,0.369,3.46,10305,2257,78.1,40.66,71.07
261100000B0195,2.15,2.1,0.612,0.549,2.94,910,167,81.65,66.59,65.93
841090000C0429,2.15,1.25,0.401,0.616,6.44,2626,307,88.31,81.04,84.46
070090000A0648,2.3,1.35,0.432,0.519,1.62,1252,644,48.56,0.88,38.26
841360000A0418,2.2,1.35,0.462,0.587,2.48,1061,320,69.84,48.63,59.75
841340000C0478,2.25,1.4,0.374,0.812,2.6,865,233,73.06,66.82,61.5
840760000A0076,2.5,1.3,0.384,0.745,1.67,1623,758,53.3,37.34,40.23
071260000A0460,2.05,1.6,0.53,0.601,6.14,1859,172,90.75,84.62,83.7
841160000B0036,2.5,1.4,0.491,0.434,2.6,359,109,69.64,30.08,61.56
840400000C0879,2.35,1.65,0.399,0.823,5.01,707,93,86.85,84.02,80.06
84104000AL0269,2.35,1.35,0.48,0.408,4.86,982,156,84.11,61.1,79.43
830190000G1018,2.5,2.15,0.533,0.382,2.17,1870,594,68.24,16.74,53.9
830910000D1058,2.4,1.95,0.601,0.515,1.44,700,318,54.57,11.86,30.43
841220000B0120,2.2,1.35,0.377,0.754,1.61,1575,771,51.05,35.11,37.9
84028000AT0238,2.2,1.4,0.459,0.66,1.63,3524,1597,54.68,31.36,38.48
83136000AB0004,2.05,2.0,0.571,0.454,4.35,1335,192,85.62,68.31,77.0
26345000AK0311,2.25,1.4,0.368,0.662,1.78,707,325,54.03,30.55,43.85
840960000D0557,2.15,1.2,0.314,0.781,1.47,396,211,46.72,31.82,32.07
841500000B0370,1.05,1.35,0.228,0.625,23.67,426,10,97.65,96.24,95.77
830460000E0698,2.45,1.95,0.42,0.209,20.82,1416,23,98.38,92.23,95.2
830710000B0003,2.05,2.05,0.641,0.433,1.48,217,91,58.06,3.23,32.26
841260000F1738,2.0,1.4,0.5,0.565,3.32,206,52,74.76,55.34,69.9
84028000BC0014,2.35,1.4,0.544,0.503,1.8,469,196,58.21,16.84,44.56
83097000AN0270,2.0,2.0,0.602,0.448,1.37,2545,1138,55.28,0.24,27.03
83097000AO0180,1.95,1.95,0.58,0.441,1.4,591,264,55.33,0.0,28.43
841220000B1153,2.1,1.35,0.502,0.592,1.5,1147,600,47.69,11.6,33.22
83136000AM0041,2.2,2.1,0.617,0.463,1.54,224,93,58.48,10.27,35.27
070090000B0571,1.9,1.0,0.447,0.506,1.87,797,409,48.68,0.0,46.42
840560000F0728,2.05,1.35,0.485,0.649,4.61,512,74,85.55,77.73,78.32
83068000AZ0065,2.35,2.05,0.61,0.43,1.34,1865,777,58.34,3.0,25.25
830350000A0041,,,,,,,,,,
83042000AY0141,2.0,1.45,0.533,0.475,1.6,2011,967,51.91,0.0,37.39
841370000B0074,2.4,1.2,0.438,0.649,5.89,1403,183,86.96,79.9,83.04
841000000A0537,2.4,1.2,0.44,0.44,2.76,127,40,68.5,28.35,63.78
841160000D0783,2.4,1.4,0.536,0.494,3.14,8541,1902,77.73,54.95,68.19
840720000G0039,2.1,1.65,0.568,0.578,2.31,296,96,67.57,43.92,56.76
841330000C0086,2.25,1.35,0.53,0.486,2.47,2113,632,70.09,38.43,59.58
83063000AX0123,2.35,1.95,0.591,0.482,2.05,499,145,70.94,39.68,51.1
84082000AB0190,2.1,1.65,0.507,0.367,6.18,3802,439,88.45,68.54,83.82
830510000E1083,,,,,,,,,,
073430000D0152,2.2,1.45,0.525,0.634,1.98,1988,702,64.69,44.27,49.45
07143000AL0276,2.0,1.0,0.464,0.697,1.56,194,129,33.51,4.64,36.08
261800000B0343,2.45,1.35,0.397,0.7,3.98,1433,257,82.07,74.39,74.88
840910000D0437,2.15,1.2,0.415,0.719,2.32,1012,338,66.6,53.56,56.82
07324000AX0171,2.0,1.1,0.479,0.558,1.78,445,252,43.37,0.0,43.82
83097000AK0047,2.4,2.0,0.627,0.471,1.63,1685,586,65.22,26.11,38.52
831400000A0180,2.45,2.05,0.479,0.462,15.29,841,30,96.43,92.27,93.46
841330000F0328,2.35,1.35,0.509,0.543,1.89,1147,461,59.81,25.98,47.08
072640000B0115,2.3,1.35,0.484,0.547,5.52,635,81,87.24,76.69,81.89
263220000A0059,1.85,1.1,0.345,0.559,49.36,1234,19,98.46,97.24,97.97
840390000C0606,2.0,1.2,0.314,0.753,1.13,977,733,24.97,0.41,11.87
13050000BL0125,2.5,1.9,0.593,0.455,1.89,886,300,66.14,25.62,47.18
840390000G1479,2.25,1.65,0.502,0.601,3.28,4780,944,80.25,67.11,69.5
841380000R0370,2.2,1.4,0.539,0.492,1.5,3635,1813,50.12,0.0,33.48
840200000D0766,2.3,1.3,0.515,0.492,1.91,820,355,56.71,11.95,47.56
830310000C0428,2.45,2.0,0.574,0.401,4.61,2236,273,87.79,69.59,78.31
84106000ZC0022,2.3,1.4,0.529,0.588,4.14,1699,296,82.58,70.39,75.87
840490000E0626,2.2,1.65,0.508,0.627,2.96,201,52,74.13,58.71,66.17
072590000B0239,2.2,1.4,0.504,0.5,7.81,2139,181,91.54,83.08,87.19
840290000F0407,2.35,1.4,0.518,0.568,3.99,663,109,83.56,71.04,74.96
26345000AK0314,2.15,1.2,0.393,0.633,2.1,254,107,57.87,33.46,52.36
26367000AI0150,2.4,1.4,0.377,0.718,1.18,4754,3332,29.91,2.42,15.48
841500000E0838,2.25,1.4,0.531,0.451,1.93,3316,1363,58.9,8.78,48.28
840290000D0594,1.25,1.2,0.345,0.584,39.61,5625,59,98.95,98.2,97.48
840960000B0820,2.1,1.4,0.373,0.655,3.28,744,171,77.02,64.92,69.49
830910000D0016,2.45,2.05,0.608,0.399,1.68,1530,550,64.05,9.87,40.39
840390000H0238,1.85,1.5,0.525,0.529,1.2,2254,1238,45.08,0.0,16.59
840150000B0197,2.0,1.3,0.528,0.544,1.48,1966,1075,45.32,0.0,32.25
840960000C0523,2.0,1.4,0.533,0.597,3.78,1091,209,80.84,67.92,73.51
840760000D0059,2.5,1.35,0.342,0.714,2.79,1091,297,72.78,61.87,64.16
84106000AB0017,2.45,1.15,0.404,0.466,11.21,841,54,93.58,86.21,91.08
84149000AW0032,2.1,1.4,0.532,0.557,1.42,3540,1948,44.97,1.13,29.58
84008000AO0144,2.2,1.4,0.458,0.42,7.49,974,97,90.04,76.28,86.65
840420000F0042,2.45,1.35,0.519,0.426,1.87,1197,512,57.23,0.0,46.62
83116000AW0291,2.0,1.4,0.532,0.494,1.6,2043,985,51.79,2.4,37.69
840720000C0083,2.1,1.65,0.565,0.497,1.74,1320,524,60.3,20.08,42.5
070130000B0812,2.0,1.95,0.588,0.471,1.37,1577,735,53.39,1.08,27.14
84028000AM0082,1.2,0.85,0.101,0.375,856.83,5141,3,99.94,99.84,99.88
84003000CK0276,2.45,1.35,0.496,0.399,2.25,826,298,63.92,9.69,55.57
830460000F0976,2.45,1.7,0.423,0.481,47.4,2038,25,98.77,97.45,97.89
830670000D3374,1.8,1.85,0.511,0.625,1.35,23,15,34.78,0.0,26.09
830350000B0903,2.2,2.0,0.536,0.619,1.82,551,226,58.98,33.76,45.19
840530000A0059,2.3,1.4,0.431,0.779,4.49,2367,367,84.5,80.1,77.74
840940000B0370,2.3,1.4,0.414,0.667,1.96,1221,486,60.2,40.29,49.06
830750000A1185,2.35,1.95,0.533,0.66,2.07,922,328,64.43,46.1,51.74
840160000K0390,,,,,,,,,,
830640000C0145,2.0,1.7,0.558,0.51,1.33,987,499,49.44,0.81,24.92
841460000C0314,2.45,1.4,0.484,0.624,1.77,4827,2052,57.49,31.9,43.51
83097000AS0076,2.0,2.05,0.613,0.496,1.31,4541,1965,56.73,12.82,23.83
830690000D0510,2.5,2.1,0.565,0.394,1.83,3747,1284,65.73,12.94,45.37
131150000E0420,2.1,2.05,0.601,0.449,1.35,6929,2965,57.21,4.68,25.75
840700000A0026,2.45,1.65,0.561,0.418,1.66,634,273,56.94,0.0,39.59
840870000K0101,1.05,1.3,0.299,0.677,48.06,3412,44,98.71,98.09,97.92
840300000A1036,2.45,1.65,0.533,0.372,2.17,2018,627,68.93,16.45,53.96
26377000AS0190,2.5,1.35,0.514,0.554,4.51,1497,237,84.17,71.41,77.82
841380000K0283,2.35,1.4,0.519,0.465,2.55,2121,618,70.86,37.34,60.77
83101000AC0405,2.45,2.15,0.533,0.45,1.93,1624,643,60.41,12.01,48.28
263570000X0039,2.5,1.15,0.453,0.511,7.87,1039,113,89.12,78.73,87.3
84050000AP0020,,,,,,,,,,
840220000D0212,2.25,1.4,0.395,0.735,1.9,948,388,59.07,44.3,47.36
07324000AX0256,1.2,1.3,0.376,0.595,1.26,1084,634,41.51,1.66,20.94
840490000A0882,1.9,1.45,0.506,0.66,4.18,1065,169,84.13,75.96,76.06
830270000G0807,2.25,2.15,0.498,0.647,1.46,762,398,47.77,19.29,31.63
83023000BV0002,,,,,,,,,,
840170000F1984,2.5,1.45,0.465,0.414,24.04,1659,46,97.23,93.31,95.84
840960000C0568,2.2,1.2,0.384,0.637,4.01,293,51,82.59,72.7,75.09
840960000G0170,2.15,1.15,0.419,0.508,8.0,304,31,89.8,79.93,87.5
07042000BC0034,1.95,1.4,0.527,0.527,1.61,184,97,47.28,0.0,38.04
84082000AC0053,2.25,1.65,0.556,0.533,5.31,2499,283,88.68,78.75,81.15
841170000A0548,2.2,1.35,0.401,0.588,2.42,455,147,67.69,45.05,58.68
841500000D0082,2.35,1.2,0.469,0.396,6.99,2350,280,88.09,69.91,85.7
840220000A0127,2.05,1.4,0.503,0.587,6.3,768,81,89.45,82.03,84.11
83116000AX0039,2.35,1.55,0.532,0.447,1.69,638,290,54.55,0.0,40.75
841330000A0515,2.5,1.35,0.523,0.504,3.0,1561,367,76.49,53.36,66.69
073170000B0034,2.2,2.15,0.472,0.567,1.57,395,212,46.33,5.32,36.2
841160000C0325,1.95,1.3,0.413,0.413,26.07,3154,97,96.92,92.55,96.16
84149000AI0034,2.05,1.4,0.537,0.552,2.12,2541,832,67.26,40.73,52.93
84105000AD0033,2.25,1.35,0.533,0.507,2.73,2016,545,72.97,46.63,63.34
841060000A0133,2.1,1.4,0.501,0.663,6.89,1150,114,90.09,85.04,85.48
831000000D1192,2.2,1.9,0.57,0.473,2.17,291,97,66.67,29.55,53.95
84073000AW0423,2.25,1.3,0.467,0.534,26.0,3068,79,97.43,95.18,96.15
263570000V0144,2.25,1.2,0.325,0.873,4.31,2178,370,83.01,80.53,76.81
841260000B0165,2.2,1.4,0.465,0.631,1.57,768,400,47.92,17.45,36.2
840390000E0364,2.0,1.65,0.557,0.483,1.48,674,328,51.34,0.0,32.64
840890000A0031,2.05,1.35,0.53,0.517,1.77,1549,707,54.36,11.75,43.45
84003000CE0151,2.15,1.3,0.499,0.535,2.92,1511,376,75.12,53.47,65.72
830730000F0053,,,,,,,,,,
840960000E0523,2.05,1.4,0.483,0.74,4.44,213,37,82.63,76.53,77.46
841060000E0247,2.05,1.4,0.479,0.648,1.55,5071,2508,50.54,23.68,35.46
830830000C1197,2.5,1.7,0.34,0.323,25.12,603,10,98.34,94.86,96.02
83071000DA0275,2.0,1.7,0.563,0.454,1.49,6421,2910,54.68,0.12,33.09
83042000AW0189,2.3,2.05,0.565,0.468,1.58,382,170,55.5,4.97,36.65
830670000C0196,2.4,2.0,0.619,0.455,1.49,652,260,60.12,12.27,32.98
84122000AT0015,2.25,1.35,0.523,0.577,2.71,1006,282,71.97,51.39,63.12
26367000AE0219,2.2,1.4,0.515,0.468,8.57,3634,307,91.55,81.95,88.33
84091000AM0020,2.3,1.4,0.529,0.479,1.91,1823,698,61.71,20.13,47.56
841370000A1580,2.35,1.4,0.506,0.528,4.59,395,66,83.29,68.35,78.23
07264000AE0232,2.2,1.2,0.471,0.576,5.52,817,110,86.54,76.62,81.88
840960000B0502,2.1,1.4,0.375,0.719,1.85,248,115,53.63,35.48,45.97
83054000BB0021,2.35,1.9,0.528,0.432,2.52,713,199,72.09,35.34,60.31
07070000AL0109,2.15,1.95,0.345,0.222,11.8,236,10,95.76,80.93,91.53
07245000AT0006,2.0,1.9,0.557,0.416,1.77,5833,2407,58.73,0.69,43.58
261820000G0547,2.35,1.4,0.499,0.399,3.55,4708,959,79.63,48.96,71.86
262750000K0016,2.5,1.4,0.534,0.435,2.01,243,101,58.44,4.53,50.21
07264000AL0071,2.2,1.4,0.512,0.701,2.17,2418,807,66.63,52.36,53.85
072910000C0065,2.15,1.6,0.475,0.393,6.46,943,94,90.03,74.66,84.52
830490000F1913,2.4,2.05,0.603,0.529,1.37,672,310,53.87,12.8,26.79
261560000B0019,2.1,1.35,0.508,0.482,1.73,1296,624,51.85,0.08,42.28
130910000G0235,2.5,1.95,0.477,0.618,1.32,719,464,35.47,0.0,24.48
830830000C0710,,,,,,,,,,
841220000H0220,2.1,1.15,0.469,0.596,8.19,1434,140,90.24,83.61,87.8
07279000AL0438,2.1,1.6,0.558,0.464,1.7,897,383,57.3,8.03,41.14
840200000D0166,2.5,1.35,0.529,0.435,2.43,1459,460,68.47,27.48,58.81
84028000AZ0061,2.4,1.4,0.401,0.719,1.65,3107,1484,52.24,33.6,39.56
262750000D0013,2.25,1.4,0.52,0.586,4.86,1362,191,85.98,76.06,79.44
840470000A0129,2.4,1.45,0.531,0.472,1.71,695,330,52.52,0.0,41.58
840290000F0168,,,,,,,,,,
26345000AL0310,2.1,1.2,0.406,0.605,3.23,1242,303,75.6,59.66,69.0
841220000B1237,2.5,1.35,0.416,0.734,1.8,1078,472,56.22,40.35,44.34
84138000BB0039,2.55,1.4,0.516,0.436,5.09,3800,580,84.74,65.03,80.34
840440000C0178,2.05,1.65,0.547,0.599,4.76,880,109,87.61,79.32,78.98
840560000B0429,2.2,1.35,0.395,0.856,5.37,1937,268,86.16,83.84,81.36
072340000A0074,,,,,,,,,,
070130000C0665,2.25,2.05,0.565,0.577,1.37,358,203,43.3,1.68,26.82
841060000B0268,2.05,1.4,0.409,0.727,1.41,2021,1168,42.21,20.53,28.85
84082000AI0039,2.15,1.6,0.548,0.448,2.21,1963,620,68.42,29.55,54.66
840370000G0134,2.25,1.65,0.524,0.498,1.5,1520,749,50.72,0.99,33.36
830210000L0238,2.5,1.95,0.593,0.635,3.71,1456,251,82.76,72.87,73.08
830940000F0712,2.25,2.05,0.605,0.436,1.61,1308,474,63.76,16.97,37.77
263570000N0083,2.15,1.35,0.48,0.506,7.52,962,83,91.37,82.95,86.69
840370000C0044,2.25,1.45,0.549,0.523,1.74,1154,494,57.19,18.2,42.55
84069000BC0033,2.05,1.45,0.437,0.385,82.94,4064,37,99.09,97.64,98.79
830350000E1981,2.1,1.95,0.578,0.447,2.0,338,119,64.79,21.3,50.0
26377000AX0099,2.1,1.35,0.528,0.537,1.95,1007,391,61.17,27.71,48.66
83101000BC0047,1.95,2.1,0.585,0.43,1.68,1092,449,58.88,4.3,40.57
841260000A0211,2.05,1.4,0.538,0.593,2.05,252,105,58.33,29.76,51.19
830270000G0326,2.2,1.9,0.509,0.649,3.94,481,100,79.21,67.98,74.64
840720000B0225,2.5,1.65,0.573,0.535,2.66,449,116,74.16,51.67,62.36
84008000AI0032,2.4,1.65,0.557,0.481,1.76,924,355,61.58,20.13,43.18
840390000F0420,2.5,1.6,0.548,0.511,3.15,1078,224,79.22,59.37,68.27
26054000AL0089,2.5,1.4,0.536,0.466,1.8,1239,509,58.92,11.86,44.55
840710000A0034,2.3,1.35,0.507,0.537,4.12,679,122,82.03,66.57,75.7
841220000B1794,2.2,1.35,0.516,0.523,2.29,1090,371,65.96,34.95,56.24
130910000D0562,2.3,2.0,0.606,0.409,1.55,18919,6721,64.47,13.1,35.3
830730000F0846,2.55,2.1,0.597,0.426,1.94,961,268,72.11,34.55,48.39
840160000A1593,2.5,1.6,0.444,0.65,4.07,61,13,78.69,67.21,75.41
13037000AW0003,2.5,1.2,0.299,0.674,1.3,5460,3583,34.38,2.6,22.91
262850000D0252,2.35,1.2,0.515,0.484,2.12,895,369,58.77,14.75,52.74
830670000D0264,2.05,1.85,0.572,0.458,1.44,1551,694,55.25,2.39,30.5
84012000AS0005,2.15,1.3,0.323,0.779,3.66,742,155,79.11,73.18,72.64
840390000G0058,2.55,1.65,0.575,0.467,2.78,977,255,73.9,44.11,64.07
840300000D0972,2.5,1.65,0.55,0.514,3.13,1365,281,79.41,59.93,68.06
263480000D0135,2.2,1.4,0.531,0.585,3.88,578,113,80.45,66.61,74.22
072640000B0320,2.05,1.4,0.495,0.617,5.42,792,108,86.36,77.9,81.57
830570000A0627,1.95,1.95,0.526,0.379,7.0,1469,131,91.08,76.45,85.7
261820000E0726,1.95,1.4,0.501,0.522,6.74,3499,353,89.91,80.68,85.17
263570000Y0192,2.0,1.4,0.539,0.529,1.44,1396,741,46.92,0.0,30.59
83116000BW0041,2.1,1.9,0.604,0.598,2.55,656,152,76.83,61.28,60.82
830450000H0182,2.55,2.15,0.338,0.333,5.55,111,14,87.39,62.16,81.98
84104000AH0167,2.15,1.2,0.451,0.633,11.45,710,50,92.96,88.87,91.27
841000000C0587,2.2,1.25,0.386,0.767,2.74,859,254,70.43,61.47,63.56
840170000E0715,2.5,1.4,0.458,0.391,10.89,1677,101,93.98,84.62,90.82
26071000ZC0096,2.0,1.3,0.529,0.502,1.67,3417,1755,48.64,0.0,39.95
262330000C0404,2.5,1.35,0.493,0.433,8.1,3004,269,91.05,79.33,87.65
831400000A1132,2.05,1.85,0.462,0.427,26.38,1715,41,97.61,94.4,96.21
840340000F0343,2.35,1.4,0.489,0.38,2.63,134,41,69.4,19.4,61.94
841380000S0462,2.4,1.35,0.464,0.52,11.37,1546,92,94.05,88.55,91.2
840390000H1478,,,,,,,,,,
84026000AA0119,2.5,1.35,0.537,0.46,3.22,3076,719,76.63,49.19,68.95
830670000D1471,2.25,1.95,0.604,0.459,1.39,1276,580,54.55,1.02,28.29
26271000ZB0060,1.95,1.95,0.59,0.473,1.27,900,428,52.44,0.0,21.44
831080000F0171,2.3,1.95,0.621,0.5,1.43,331,141,57.4,14.8,29.91
84137000AL0825,2.2,1.35,0.408,0.469,13.31,559,30,94.63,88.55,92.49
830500000G0260,2.2,1.85,0.455,0.505,3.81,503,94,81.31,63.02,73.76
130030000A0303,2.55,2.0,0.591,0.485,3.12,537,113,78.96,56.61,67.97
26345000AV0118,2.1,1.2,0.271,0.85,1.53,814,463,43.12,33.05,34.64
841260000F0447,2.0,1.4,0.523,0.619,3.18,500,120,76.0,61.2,68.6
830670000D1114,2.6,1.8,0.57,0.496,1.46,243,123,49.38,0.0,31.28
26054000AC0232,2.2,1.4,0.452,0.675,1.9,625,247,60.48,41.44,47.36
84031000AI0109,2.05,1.65,0.562,0.527,1.8,2027,752,62.9,29.6,44.35
831000000E1582,2.05,2.0,0.6,0.448,1.32,40887,18182,55.53,0.64,24.33
13001000PE0004,2.35,2.15,0.593,0.428,2.73,978,197,79.86,52.97,63.39
840370000E1069,2.1,1.45,0.543,0.481,1.62,734,342,53.41,3.13,38.28
84082000AS0139,2.15,1.65,0.569,0.456,1.6,2770,1180,57.4,6.5,37.55
841450000J0330,2.5,1.65,0.395,0.624,2.08,2745,1090,60.29,36.32,51.95
26054000AN0026,1.25,1.05,0.296,0.625,70.73,2900,20,99.31,98.9,98.59
830350000B0630,2.1,2.1,0.612,0.487,1.24,1610,754,53.17,3.91,19.44
841340000C0649,2.45,1.4,0.523,0.487,6.38,6002,618,89.7,78.87,84.32
841330000G0670,2.35,1.35,0.52,0.478,2.32,394,133,66.24,29.44,56.85
841000000C0157,2.2,1.25,0.48,0.49,2.22,1317,480,63.55,25.66,55.05
072910000B0943,2.15,1.45,0.427,0.688,1.86,717,291,59.41,41.0,46.3
830310000H0298,2.35,2.0,0.569,0.413,6.25,3642,311,91.46,79.32,83.99
840510000G0268,2.25,1.35,0.523,0.547,3.27,1576,366,76.78,57.55,69.42
13110000AZ0049,2.5,2.15,0.608,0.364,1.73,32051,9564,70.16,18.11,42.13
841470000A0896,2.35,1.35,0.524,0.441,4.04,9673,1797,81.42,57.86,75.22
831400000F1452,2.5,2.15,0.526,0.536,2.17,3588,1193,66.75,37.96,53.82
84050000AL0307,,,,,,,,,,
13082000AN0077,2.35,2.05,0.57,0.364,2.02,627,196,68.74,14.19,50.56
070890000C0227,2.25,2.15,0.609,0.371,2.07,252,86,65.87,7.94,51.59
841500000D0014,2.3,1.4,0.533,0.509,3.15,2570,567,77.94,56.61,68.29
840120000A0258,2.35,1.25,0.531,0.509,2.81,5399,1463,72.9,46.79,64.36
841220000B0125,2.1,1.35,0.473,0.632,6.38,638,72,88.71,82.13,84.33
84122000CB0106,2.5,1.35,0.455,0.592,2.27,6977,2503,64.12,39.44,55.91
840180000C0422,2.25,1.65,0.503,0.563,7.32,3983,369,90.74,83.56,86.34
13079000AD0184,1.65,1.1,0.231,0.385,421.83,7593,10,99.87,99.66,99.76
83148000AH0239,2.0,1.7,0.573,0.488,1.38,1318,661,49.85,0.0,27.47
84149000BA0035,2.2,1.4,0.348,0.699,1.23,4860,3279,32.53,3.48,18.54
841170000C0068,2.45,1.2,0.508,0.552,3.64,808,175,78.34,60.77,72.52
840390000D0172,1.95,1.65,0.564,0.55,1.4,908,457,49.67,8.48,28.63
83112000AT0093,2.3,1.95,0.526,0.543,2.93,665,158,76.24,56.24,65.86
84028000AY0168,2.0,1.4,0.532,0.631,1.82,481,193,59.88,36.38,44.91
072640000G0175,2.4,1.4,0.532,0.562,3.91,934,163,82.55,68.95,74.41
26377000AP0032,2.5,1.35,0.538,0.567,4.15,635,110,82.68,69.45,75.91
841150000A0061,2.05,1.65,0.516,0.491,4.61,825,113,86.3,72.12,78.3
840490000C0325,2.35,1.65,0.557,0.487,2.51,2962,769,74.04,46.66,60.23
840160000K0372,2.35,1.4,0.475,0.642,7.04,401,43,89.28,83.29,85.79
830910000A0194,1.9,1.3,0.504,0.495,1.59,3765,1905,49.4,0.0,37.08
84118000AK0321,2.45,1.65,0.455,0.552,2.01,409,165,59.66,26.89,50.37
13032000BV0123,2.4,2.0,0.586,0.392,2.92,2442,491,79.89,48.73,65.72
840720000E0411,2.2,1.65,0.425,0.611,1.85,370,168,54.59,25.68,45.95
072590000B1072,2.15,1.4,0.525,0.476,2.39,13821,4021,70.91,38.87,58.19
830040000G1028,2.1,2.0,0.589,0.426,1.52,2621,1081,58.76,3.17,34.03
831000000E0607,2.4,1.95,0.474,0.58,1.39,3670,2141,41.66,0.0,28.12
840420000F0142,2.5,1.35,0.425,0.606,1.46,4185,2435,41.82,4.06,31.64
84029000AD0142,1.85,1.15,0.408,0.447,20.32,2702,102,96.23,91.56,95.08
831000000E1638,2.0,1.95,0.608,0.504,1.21,1922,968,49.64,0.05,17.38
840450000B0112,2.15,1.3,0.341,0.455,41.23,1072,20,98.13,95.9,97.57
830790000A1246,2.4,2.0,0.597,0.396,2.21,34288,9036,73.65,33.39,54.82
83023000BX0229,2.3,2.15,0.569,0.306,2.72,21362,4605,78.44,29.63,63.24
840170000B1261,2.35,1.65,0.525,0.52,2.54,206,53,74.27,50.49,60.68
840090000G0458,2.05,1.35,0.528,0.474,1.86,2810,1210,56.94,9.22,46.23
